name,address,postal
ANG MO KIO MEDICAL CENTRE,"157 ANG MO KIO AVE 4, #01-558, Singapore 560157",560157
ANG SKIN & HAIR CLINIC,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #06-51, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
ANG YONG GUAN PSYCHIATRY,"Paragon 290 Orchard Road, #11-09, Paragon Singapore 238859",238859
ANGEL AESTHETICA,"THE CENTRAL 8 EU TONG SEN STREET, #11-91, THE CENTRAL Singapore 059818",059818
ANGELIN'S BABY & CHILD CLINIC,"303 WOODLANDS ST 31, #01-177, Singapore 730303",730303
ANGELINE YONG DERMATOLOGY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #03-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ANGELSMILE DENTAL CENTRE,"629 ANG MO KIO AVENUE 4, #01-992, Singapore 560629",560629
ANN ARBOR DENTAL SURGERY PTE LTD,"TAMPINES MART No. 5 TAMPINES ST 32, #02-06, TAMPINES MART Singapore 529284",529284
ANNE'S BABY AND CHILD CLINIC,"214 JURONG EAST STREET 21, #01-433, Singapore 600214",600214
ANSAR CLINIC,"138 Tampines Street 11, #01-126, Singapore 521138",521138
ANSARI FAMILY CLINIC & SURGERY,78 LORONG 25A GEYLANG ROAD Singapore 388259,388259
ANSON INTERNATIONAL PAEDIATRIC & CHILD DEVELOPMENT CLINIC,"PARAGON 290 ORCHARD ROAD, #13-07, PARAGON Singapore 238859",238859
ANTEH DISPENSARY PTE LTD,"GRANDVIEW SUITES 1 LORONG 22 GEYLANG, #01-02, GRANDVIEW SUITES Singapore 398664",398664
ANTHONY HENG SURGERY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #05-02, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ANTHONY'S BABY & CHILD CLINIC,"327 Hougang Avenue 5, #01-160, Singapore 530327",530327
AOMF SURGERY ORAL MAXILLO-FACIAL SURGERY & DENTAL IMPLANTS,"ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #10-09, ROYAL SQUARE AT NOVENA Singapore 329565",329565
AOMS JAPANESE DENTAL,"WHEELOCK PLACE 501 ORCHARD ROAD, #04-09, WHEELOCK PLACE Singapore 238880",238880
AP CENTRE FOR JOINT RECONSTRUCTION,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-50, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
APAX MEDICAL & AESTHETICS CLINIC,"Junction 10 1 WOODLANDS ROAD, #02-11, Junction 10 Singapore 677899",677899
APEX CLINIC & SURGERY,"844 YISHUN ST 81, #01-162, Singapore 760844",760844
APEX DENTAL SURGERY PTE LTD,"632 ANG MO KIO AVE 4, #01-956, Singapore 560632",560632
APEX HEART CLINIC,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #04-37, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500
APEX MEDICAL CENTRE (JURONG) PTE LTD,"960 JURONG WEST ST 92, #01-172, Singapore 640960",640960
APEXMED CLINIC,"7 TANJONG PAGAR PLAZA, #02-103, Singapore 081007",081007
APICARE PAIN CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #15-05, CONNEXION Singapore 217562",217562
APOLLO MEDICAL CENTRE,"668 CHANDER ROAD, #01-24, Singapore 210668",210668
APOLLONIA DENTAL SURGERY,"1 TANJONG PAGAR PLAZA, #02-35, Singapore 082001",082001
APPLE DENTAL CLINIC,"416 BEDOK NORTH AVENUE 2, #01-23, Singapore 460416",460416
APPLE EAR NOSE THROAT SINUS AND SNORING CENTRE,"PARAGON 290 ORCHARD ROAD, #11-03, PARAGON Singapore 238859",238859
APPLE EYE CENTRE,"PARAGON 290 ORCHARD ROAD, #11-01, PARAGON Singapore 238859",238859
APPLE WELLNESS CENTER,"7 ANG MO KIO STREET 64, #01-00, Singapore 569086",569086
APPLE WELLNESS CENTER DENTAL SERVICES,"7 ANG MO KIO STREET 64, #01-00, Singapore 569086",569086
APPLE WELLNESS CENTER MEDICAL SERVICES,INNOVIS BUILDING LEVEL 2 2 FUSIONOPOLIS WAY INNOVIS BUILDING LEVEL 2 Singapore 138634,138634
APPLETREE MEDICAL CENTRE,"TECK GHEE HEARTLANDS 416 ANG MO KIO AVENUE 10, #01-997, TECK GHEE HEARTLANDS Singapore 560416",560416
APTUS SURGERY CENTRE,"THE PARAGON 290 ORCHARD ROAD, #07-16, THE PARAGON Singapore 238859",238859
AR-RAUDHAH MEDICAL CLINIC AND SURGERY PTE LTD,"372 BUKIT BATOK STREET 31, #01-386, Singapore 650372",650372
ARCA(FARRER PARK) DIALYSIS PTE LTD,"CONNEXION 1 FARRER PARK STATION ROAD, #10-01/02, CONNEXION Singapore 217562",217562
ARCADIA CLINIC,"2 PANDAN VALLEY, #01-211, Singapore 597626",597626
ARDEN ENDOCRINOLOGY SPECIALIST CLINIC PTE LTD,"Mount Elizabeth Novena 38 IRRAWADDY ROAD, #09-45, Mount Elizabeth Novena Singapore 329563",329563
ARDEN-JR SURGERY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-32, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
ARDMORE ORTHOPAEDIC CLINIC,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #14-13, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510
ARIS MEDICAL CLINIC,MAPLEWOODS 989 BUKIT TIMAH ROAD MAPLEWOODS Singapore 589629,589629
ARIUM CLINIC,"FORUM 583 ORCHARD ROAD, #02-26/27, FORUM Singapore 238884",238884
ARK MEDICAL CENTRE,"SQUARE 2 10 SINARAN DRIVE, #09-20, SQUARE 2 Singapore 307506",307506
ARTHUR TAN HEART CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #04-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ARTHUR TSENG WOMEN'S HEALTH SERVICES,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ASC CLINIC FOR WOMEN,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #05-04, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ASCENSION DENTAL CLINIC PTE. LTD,"235 JURONG EAST ST 21, #01-318, Singapore 600235",600235
ASCENSION HEART CENTRE,"CONNEXION 1 FARRER PARK STATION ROAD, #10-16, CONNEXION Singapore 217562",217562
ASCENT DENTAL SURGEONS,CHUN TIN COURT 15 YUK TONG AVE CHUN TIN COURT Singapore 596320,596320
ASCENT EAR NOSE THROAT SG EAST PTE. LTD.,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #05-04, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989
ASCENT EAR NOSE THROAT SPECIALIST GROUP PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #09-05, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
ASCENT EAR NOSE THROAT SPECIALIST GROUP PTE. LTD.,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #09-03, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
ASCENT ENT ALVERNIA HOLDINGS PTE. LTD.,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #08-63, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
ASHFORD DENTAL CENTRE,"THOMSON RIDGE 215 UPPER THOMSON ROAD, #01-215, THOMSON RIDGE Singapore 574349",574349
ASHFORD DENTAL CENTRE BEDOK,337 BEDOK ROAD Singapore 469514,469514
ASHFORD DENTAL CENTRE SERANGOON,15 TECK CHYE TERRACE Singapore 545723,545723
ASIA BRAIN SPINE AND NERVE MEDICAL CENTRE PTE LTD,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE BLOCK 820 THOMSON ROAD, #06-06, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE BLOCK Singapore 574623",574623
ASIA DIGESTIVE ASSOCIATES @NAPIER,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-11, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ASIA EYE CENTRE CATARACT & RETINA SPECIALIST,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #09-22, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
ASIA HEALTHCARE DENTAL CENTRE,"WISMA ATRIA 435 ORCHARD ROAD, #15-02, WISMA ATRIA Singapore 238877",238877
ASIA HEALTHPARTNERS,"LUCKY PLAZA 304 ORCHARD ROAD, #05-06, LUCKY PLAZA Singapore 238863",238863
ASIA KIDNEY DIALYSIS CENTRE (JURONG),"303 JURONG EAST STREET 32, #01-94, Singapore 600303",600303
ASIA KIDNEY DIALYSIS CENTRE (BEDOK) PTE LTD,"531 BEDOK NORTH STREET 3, #01-702, Singapore 460531",460531
ASIA KIDNEY DIALYSIS CENTRE (TAMPINES) PTE LTD,"139 TAMPINES STREET 11, #01-32, Singapore 521139",521139
ASIA KIDNEY DIALYSIS CENTRE (TECK WHYE),"26 TECK WHYE LANE, #01-186, Singapore 680026",680026
ASIA KIDNEY DIALYSIS CENTRE (TP),"484 TAMPINES STREET 43, #01-226/228, Singapore 520484",520484
ASIA KIDNEY DIALYSIS CENTRE (TPY),"124 LORONG 1 TOA PAYOH, #01-483, Singapore 310124",310124
ASIA PACIFIC EYE CENTRE,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #03-00, GLENEAGLES HOSPITAL Singapore 258500",258500
ASIA RETINA EYE SURGERY CENTRE,"THE PARAGON 290 ORCHARD ROAD, #15-10, THE PARAGON Singapore 238859",238859
ASIA SLEEP CENTRE,"PARAGON 290 ORCHARD ROAD, #18-04, PARAGON Singapore 238859",238859
ASIAMEDIC WELLNESS ASSESSMENT CENTRE,"SHAW HOUSE 350 ORCHARD ROAD, #08-00, SHAW HOUSE Singapore 238868",238868
ASIAN ALLIANCE RADIATION & ONCOLOGY,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #05-36C, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500
ASIAN AMERICAN LIVER CENTRE,"Gleneagles Hospital Annexe Block 6A Napier Rd, #02-36A/36B/37, Gleneagles Hospital Annexe Block Singapore 258500",258500
ASIAN AMERICAN RADIATION & ONCOLOGY,"CONNEXION 1 FARRER PARK STATION ROAD, #14-01, CONNEXION Singapore 217562",217562
ASIAN AMERICAN RADIATION & ONCOLOGY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-33, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
ASIAN AMERICAN RADIATION & ONCOLOGY PTE. LTD.,"MOUNT ALVERNIA HOSPITAL 820 THOMSON ROAD, #08-53, MOUNT ALVERNIA HOSPITAL Singapore 574623",574623
ASIAN HEART & VASCULAR CENTRE,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #01-39, GLENEAGLES HOSPITAL Singapore 258500",258500
ASPEN CLINIC,"283 BISHAN STREET 22, #01-185, Singapore 570283",570283
ASSOCIATE DISPENSARIES,"94 TOA PAYOH LOR 4, #01-20, Singapore 310094",310094
ASSURANCE MEDICARE CLINIC AND SURGERY,370 TANJONG KATONG ROAD Singapore 437127,437127
"ASSURANCE SKIN, LASER & AESTHETICS","Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-22 / 23, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
ASTIQUE THE AESTHETIC CLINIC,"SHAW HOUSE 350 ORCHARD ROAD, #08-00, SHAW HOUSE Singapore 238868",238868
ASTRA CENTRE FOR WOMEN & FERTILITY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-40, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
ASTRA LAPAROSCOPIC & ROBOTIC CENTRE FOR WOMEN AND FERTILITY,"THE PARAGON 290 ORCHARD ROAD, #16-07/08, THE PARAGON Singapore 238859",238859
ASTRA WOMEN'S & FERTILITY SPECIALISTS,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #08-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
ASTRA WOMEN'S SPECIALIST CENTRE,"502 BISHAN ST 11, #01-356, Singapore 570502",570502
ASTRA WOMEN'S SPECIALIST CLINIC,"253 JURONG EAST ST 24, #01-269, Singapore 600253",600253
ASTRA WOMEN'S SPECIALISTS,"9 TAMPINES GRANDE, #01-18, Singapore 528735",528735
ASTRA WOMEN'S SPECIALISTS CENTRE,"185 TOA PAYOH CENTRAL, #01-326, Singapore 310185",310185
ASTUTE MEDICAL AESTHETICS & LASER CLINIC,"TEMBELING CENTRE 252 TEMBELING ROAD, #01-08, TEMBELING CENTRE Singapore 423731",423731
ASTUTE MEDICAL CLINIC PTE LTD,"CHINA SQUARE CENTRAL 18 CROSS STREET, #01-112, CHINA SQUARE CENTRAL Singapore 048423",048423
ATLANTIC DENTAL SURGERY,"SELEGIE CENTRE 189 SELEGIE RD, #01-05, SELEGIE CENTRE Singapore 188332",188332
ATLAS EYE SPECIALIST CENTRE,"PARAGON 290 ORCHARD ROAD, #07-09, PARAGON Singapore 238859",238859
ATLAS MEDICAL ~ DERMA-REGEN CLINIC BY DR SM YUEN,"NGEE ANN CITY TOWER B 391B ORCHARD ROAD, #24-08/09, NGEE ANN CITY TOWER B Singapore 238874",238874
ATLAS PACIFIC MEDICAL,"LOFT @ NATHAN 428 RIVER VALLEY ROAD, #01-10, LOFT @ NATHAN Singapore 248327",248327
"ATLAS SHOULDER, KNEE AND SPORTS SURGERY","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #06-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
ATLAS SPINE AND ORTHOPAEDIC SURGERY CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #06-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
ATRIA PAN DENTAL GROUP,"PARAGON 290 ORCHARD ROAD, #12-01, PARAGON Singapore 238859",238859
ATRIA-CITY DENTAL GROUP PTE LTD,"Ngee Ann City Tower B 391-B Orchard Road, #08-08, Ngee Ann City Tower B Singapore 238874",238874
ATRIA-PAN DENTAL GROUP PTE LTD,"415 PANDAN GARDENS, #01-118, Singapore 600415",600415
ATRIO FAMILY CLINIC,"291 YISHUN STREET 22, #01-349, Singapore 760291",760291
ATRIO FAMILY CLINIC (AMK) PTE. LTD.,"CHENG SAN CENTRE 532 ANG MO KIO AVENUE 10, #01-2461, CHENG SAN CENTRE Singapore 560532",560532
AURA DENTAL CLINIC,"THE PARAGON 290 ORCHARD ROAD, #20-02, THE PARAGON Singapore 238859",238859
AVA EYE CLINIC,"ROYAL SQUARE MEDICAL SUITES 101 IRRAWADDY ROAD, #20-01, ROYAL SQUARE MEDICAL SUITES Singapore 329565",329565
AVANT ORTHOPAEDICS,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-31, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
AVANT SPINE SURGERY CLINIC,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-03, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989
"AVANT SPORTS, SHOULDER AND ELBOW SURGERY CLINIC","PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-03, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989
AVENUE+CO MEDICAL AESTHETICS,"SUNTEC CITY MALL 3 TEMASEK BOULEVARD, #02-319/320, SUNTEC CITY MALL Singapore 038983",038983
AWWA DENTAL CLINIC,11 Lorong Napiri Singapore 547532,547532
AYE METTA CLINIC PTE. LTD.,"PENINSULA PLAZA 111 NORTH BRIDGE ROAD, #04-36A, PENINSULA PLAZA Singapore 179098",179098
AZATACA PLASTIC SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-48, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
AZATACA PLASTIC SURGERY CENTRE,"ROYAL SQUARE MEDICAL CENTRE 101 IRRAWADDY ROAD, #14-09, ROYAL SQUARE MEDICAL CENTRE Singapore 329565",329565
AZIZ CLINIC FOR WOMEN PTE LTD,"KEMBANGAN PLAZA 18 JALAN MASJID, #01-08, KEMBANGAN PLAZA Singapore 418944",418944
AZURE DENTAL,781 BUKIT TIMAH ROAD Singapore 269759,269759
B & F DENTAL,11 ANAMALAI AVENUE Singapore 279982,279982
B K LIM DENTAL SURGERY,"632 BEDOK RESERVOIR RD, #01-822, Singapore 470632",470632
B K POH UROLOGY & MINIMALLY INVASIVE SURGICAL CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #07-18, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
B S CHEW CLINIC,"252 JURONG EAST ST 24, #01-109, Singapore 600252",600252
"B S OOI COLORECTAL, GENERAL & LAPAROSCOPIC SURGERY CENTRE","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
B T GOH FAMILY CLINIC & SURGERY,"194 KIM KEAT AVE, #01-406, Singapore 310194",310194
B.BRAUN DIALYSIS CENTRE,388 EAST COAST ROAD Singapore 428990,428990
B9 DENTAL CENTRE,"141 TECK WHYE LANE, #01-273, Singapore 680141",680141
BA CLINIC,"TAMPINES ONE 10 TAMPINES CENTRAL 1, #04-35A, TAMPINES ONE Singapore 529536",529536
BABES N TOTS CLINIC,"46 JALAN BUKIT HO SWEE, #01-878, Singapore 160046",160046
BABY & CHILD MEDICAL GROUP PTE LTD,"828 TAMPINES ST 81, #01-238, Singapore 520828",520828
BABY BEAR CHILDREN'S CLINIC,"849 WOODLANDS STREET 82, #01-209, Singapore 730849",730849
BABY N' KIDS SPECIALIST CLINIC,THE RAIL MALL 458 UPPER BUKIT TIMAH ROAD THE RAIL MALL Singapore 678073,678073
BABYSTEPS MEDICAL,"GHIM MOH VALLEY 25 GHIM MOH LINK, #01-10, GHIM MOH VALLEY Singapore 270025",270025
BALDEV & ONG THE CARDIO CLINIC,"PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #02-01/02, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989
BALESTIER DENTAL SURGERY,10 WHAMPOA DRIVE Singapore 327720,327720
BALKIS FAMILY CLINIC,"631 BEDOK RESERVOIR RD, #01-968, Singapore 470631",470631
BALMORAL LASER & MEDICAL AESTHETICS,"Balmoral Plaza 271 Bukit Timah Road, #02-12A, Balmoral Plaza Singapore 259708",259708
BAN KOK CLINIC & SURGERY,"146 POTONG PASIR AVE 1, #01-141, Singapore 350146",350146
BANYAN CLINIC @ JW,"502 JURONG WEST AVENUE 1, #01-817, Singapore 640502",640502
BANYAN CLINIC PTE LTD.,"Woodlands Mart 768 Woodlands Avenue 6, #02-04, Woodlands Mart Singapore 730768",730768
BARRIE TAN ENT HEAD & NECK SURGERY,"GLENEAGLES HOSPITAL 6A NAPIER ROAD, #03-32A/B, GLENEAGLES HOSPITAL Singapore 258500",258500
BEACON THYROID HEAD & NECK SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-46/47, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
BEDOK CENTRAL CLINIC,"214 BEDOK NORTH STREET 1, #01-161, Singapore 460214",460214
BEDOK CLINIC & SURGERY(FAMILY MEDICAL CENTRE),"17 BEDOK SOUTH RD, #01-565, Singapore 460017",460017
BEDOK DAY & NIGHT CLINIC,"418 BEDOK NORTH AVENUE 2, #01-85, Singapore 460418",460418
BEDOK DENTAL SURGERY,"88 BEDOK NORTH ST 4, #01-133, Singapore 460088",460088
BEDOK DIVISION CLINIC,30 BEDOK NORTH ROAD Singapore 469676,469676
BEDOK LIFE CLINIC,"123 BEDOK NORTH ST 2, #01-160, Singapore 460123",460123
BEDOK MEDICAL CENTRE,"18 BEDOK SOUTH RD, #01-57, Singapore 460018",460018
BEDOK NORTH DENTAL SURGERY,"530 BEDOK NORTH ST 3, #01-630, Singapore 460530",460530
BEDOK TOWN DENTAL SURGERY,"418 BEDOK NORTH AVE 2, #01-69, Singapore 460418",460418
BELIEF AESTHETIC LASER CLINIC,"GEYLANG BAHRU MRT STATION 541 KALLANG BAHRU, #B1-02, GEYLANG BAHRU MRT STATION Singapore 339355",339355
BELIEF FAMILY CLINIC,"GEYLANG BAHRU MRT STATION 541 KALLANG BAHRU, #B1-02, GEYLANG BAHRU MRT STATION Singapore 339355",339355
BELINDA'S CLINIC FOR CHILDREN,"Mt Elizabeth Medical Centre 3 Mount Elizabeth, #15-17, Mt Elizabeth Medical Centre Singapore 228510",228510
BEN NEO CLINIC FOR WOMEN,"ROYAL SQUARE MEDICAL SUITES @ NOVENA 101 IRRAWADDY ROAD, #21-09, ROYAL SQUARE MEDICAL SUITES @ NOVENA Singapore 329565",329565
BEO CRESCENT CLINIC & SURGERY,"40 Beo Crescent, #01-02, Singapore 160040",160040
BERNARD EE CARDIAC CLINIC,"Gleneagles Medical Centre 6 Napier Road, #03-05, Gleneagles Medical Centre Singapore 258499",258499
BERNARD KWOK CARDIOLOGY CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #07-18, CONNEXION Singapore 217562",217562
BERNARD LIM SPECIALIST SURGERY,"Mt Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #08-52, Mt Elizabeth Novena Specialist Centre Singapore 329563",329563
BERNARD TAN DENTAL SURGERY,"63A LENGKOK BAHRU, #01-376, Singapore 151063",151063
BERTHA WOON GENERAL AND BREAST SURGERY,"Gleneagles Medical Centre 6 Napier Road, #09-02/03, Gleneagles Medical Centre Singapore 258499",258499
BESPOKE MEDICAL AESTHETIC CLINIC,"WINSLAND HOUSE II 163 PENANG ROAD, #01-01, WINSLAND HOUSE II Singapore 238463",238463
BEST AESTHETICS CLINIC,"EASTPOINT MALL 3 SIMEI STREET 6, #02-28, EASTPOINT MALL Singapore 528833",528833
BETHEL DENTAL SURGERY,"Bukit Panjang Plaza 1 Jelebu Road, #01-63, Bukit Panjang Plaza Singapore 677743",677743
BETHESDA DENTAL SURGERY,"25 New Upper Changi Road, #01-632, Singapore 462025",462025
BETHESDA MEDICAL CENTRE,"SUNTEC CITY MALL 3 TEMASEK BOULEVARD, #03-330, SUNTEC CITY MALL Singapore 038983",038983
BETHESDA MEDICAL CENTRE (GUL CIRCLE),47 GUL CIRCLE Singapore 629580,629580
BETTER LIFE PSYCHOLOGICAL MEDICINE CLINIC,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #08-17/30, NOVENA MEDICAL CENTER Singapore 307506",307506
BH MEDICAL AESTHETICS,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #11-04, NOVENA MEDICAL CENTER Singapore 307506",307506
BINJAI MEDICAL & PAINCARE CLINIC,23 BINJAI PARK Singapore 589828,589828
BIO AESTHETIC LASER CLINIC,"PALAIS RENAISSANCE 390 ORCHARD ROAD, #03-01, PALAIS RENAISSANCE Singapore 238871",238871
BISHAN GRACE CLINIC,"150 BISHAN STREET 11, #01-151, Singapore 570150",570150
BISHAN HEALTHWAY DENTAL SURGERY,"283 BISHAN ST 22, #01-195, Singapore 570283",570283
BITES & BRACES,"TANGLIN SHOPPING CENTRE 19 TANGLIN RD, #06-12, TANGLIN SHOPPING CENTRE Singapore 247909",247909
BITES INC,"Tanglin Shopping Centre 19 Tanglin Road, #04-15A, Tanglin Shopping Centre Singapore 247909",247909
BJIOS ORTHOPAEDICS,"CONNEXION 1 FARRER PARK STATION ROAD, #13-15/16/17/18/19/20, CONNEXION Singapore 217562",217562
BK MEDICAL GROUP AESTHETIC CLINIC,"100 AM 100 TRAS STREET, #04-12, 100 AM Singapore 079027",079027
BL MEDICAL ASSOCIATES,"ASCENT 2 SCIENCE PARK DRIVE, #01-10, ASCENT Singapore 118222",118222
BLESS MEDICAL CENTRE PTE LTD,"BOON LAY SHOPPING CENTRE 221 BOON LAY PLACE, #01-108, BOON LAY SHOPPING CENTRE Singapore 640221",640221
BLISS DENTAL (HOUGANG),"HOUGANG 1 1 HOUGANG STREET 91, #01-16/17, HOUGANG 1 Singapore 538692",538692
BLISS DENTAL (PUNGGOL),"198 PUNGGOL FIELD RD, #02-01, Singapore 820198",820198
BLISS DENTAL (SELETAR),"THE SELETAR MALL 33 SENGKANG WEST AVENUE, #03-34, THE SELETAR MALL Singapore 797653",797653
BLISS MEDICAL CLINIC,"BLANGAH VIEW 65 TELOK BLANGAH DRIVE, #01-158, BLANGAH VIEW Singapore 100065",100065
BLISSCARE MEDICAL,"Novena Medical Centre 10 SINARAN DRIVE, #10-30, Novena Medical Centre Singapore 307506",307506
BLOOD SERVICES GROUP (MEDICAL CLINIC),11 OUTRAM ROAD Singapore 169078,169078
BLOOD SPECIALIST CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #10-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
BLOODBANK@DHOBY GHAUT,"DHOBY Xchange 11 ORCHARD ROAD, #B1-05/06/07/08/09/10, DHOBY Xchange Singapore 238826",238826
BLOODBANK@WESTGATE TOWER,"WESTGATE TOWER 1 GATEWAY DRIVE, #10-01 to 05, WESTGATE TOWER Singapore 608531",608531
BLOODBANK@WOODLANDS,"WOODLANDS CIVIC CENTRE 900 SOUTH WOODLANDS DRIVE, #05-07, WOODLANDS CIVIC CENTRE Singapore 730900",730900
BOBBY CHENG EYE & RETINA CENTRE,"CONNEXION 1 FARRER PARK STATION ROAD, #12-01, CONNEXION Singapore 217562",217562
BOEY MEE LENG RHEUMATOLOGY & MEDICAL CLINIC PTE LTD,"Mount Elizabeth Medical Centre 3 Mount Elizabeth, #13-05, Mount Elizabeth Medical Centre Singapore 228510",228510
BOEY@HOLLAND V FAMILY CLINIC,HOLLAND VILLAGE 6 LORONG MAMBONG HOLLAND VILLAGE Singapore 277673,277673
BOK FAMILY CLINIC PTE LTD,"117 BEDOK RESERVOIR ROAD, #01-58, Singapore 470117",470117
BONE AND JOINT SPECIALIST CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #12-03, CONNEXION Singapore 217562",217562
BOON KENG CLINIC & SURGERY,"11 UPPER BOON KENG RD, #01-919, Singapore 380011",380011
BOON LAY CENTRAL CLINIC,"BOON LAY SHOPPING CENTRE 221 BOON LAY PLACE, #01-242, BOON LAY SHOPPING CENTRE Singapore 640221",640221
BOON LAY CLINIC & SURGERY,"221 BOON LAY PLACE, #01-240/244, Singapore 640221",640221
BOON LAY CORPORATION CLINIC,"350 JURONG EAST AVENUE 1, #01-1225, Singapore 600350",600350
BOON LAY DENTAL CENTRE,"350 Jurong East Avenue 1, #01-1241, Singapore 600350",600350
"BOSE BONE, JOINT & SPINE CLINIC","Mount Elizabeth Medical Centre 3 Mount Elizabeth, #14-12, Mount Elizabeth Medical Centre Singapore 228510",228510
BOSE PSYCHIATRIC & STRESS DISORDER CLINIC,"Mount Elizabeth Medical Centre 3 Mount Elizabeth, #14-12, Mount Elizabeth Medical Centre Singapore 228510",228510
