tp_code,centre_code,centre_name,organisation_code,organisation_description,service_model,centre_contact_no,centre_email_address,centre_address,postal_code,centre_website,infant_vacancy,pg_vacancy,n1_vacancy,n2_vacancy,k1_vacancy,k2_vacancy,food_offered,second_languages_offered,spark_certified,weekday_full_day,saturday,scheme_type,extended_operating_hours,provision_of_transport,government_subsidy,gst_regisration,last_updated,remarks
"na","RC0590","TOUCH Community Services Limited","RC","Not-for-Profit Organisation","CC","67773933","vanessa.lee@touch.org.sg","333,CLEMENTI AVENUE 2,#01-86,120333","120333","www.tcs.org.sg","na","Immediate","Immediate","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","No","07:00-19:00","na","na","No","No","Yes","Yes","2020-12-31","na"
"na","YM0189","MY WORLD PRESCHOOL LTD","YM","MY World Preschool Ltd","CC","68397688","enquiry@myworld.org.sg","463,BUKIT BATOK STREET 41,650463","650463","www.myworld.org.sg","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","No","Yes","Yes","2020-12-31","na"
"na","PT9770","SUPERLAND PRE-SCHOOL (BT) PTE. LTD.","PT","Private Operators","CC","81618158","SUPERLAND@PACIFIC.NET.SG","8,WOODLANDS SQUARE,#02-17,WOODS SQUARE,737713","737713","WWW.SUPERLAND.COM.SG","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-12-31","na"
"na","PT8735","Agape Little Uni. @ Thomson Pte Ltd","PT","Private Operators","CC","66594990","lg.lff@agapelittleuni.com","22,SIN MING LANE,#01-71,MIDVIEW CITY,573969","573969","www.agapelittleuni.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Partner Operator Scheme","No","Yes","Yes","Yes","2020-12-31","na"
"na","RC1892","Arise Preschool","RC","Not-for-Profit Organisation","CC","64622972","PRINCIPAL@ARISEPRESCHOOL.SG","2B,HINDHEDE ROAD,589240","589240","na","na","na","na","na","na","na","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-12-31","na"
"na","PT9769","JHS Montessori Kindergarten","PT","Private Operators","CC","81895355","jhsmontessori@gmail.com","9,CHWEE CHIAN ROAD,117488","117488","na","na","na","na","na","na","na","Vegetarian","Chinese","No","07:00-19:00","07:00-14:00","na","No","Yes","Yes","No","2020-12-31","na"
"na","NT0478","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","541,ANG MO KIO AVENUE 10,#01-2336,560541","560541","www.myfirstskool.com/","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0473","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","DS","66349989","info@myfirstskool.com","295A,COMPASSVALE CRESCENT,#01-203,541295","541295","www.myfirstskool.com","More than 1 Year","More than 1 Year","Immediate","Immediate","Immediate","More than 1 Year","No Pork No Lard with No Beef (from Non-Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0090","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","00,GUILLEMARD CRESCENT,390000","390000","www.myfirstskool.com","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","PT9524","MAPLEBEAR EARLY YEARS PTE LTD","PT","Private Operators","CC","64635733","BEDOK@MAPLEBEAR.SG","202,BEDOK SOUTH AVENUE 1,#03-12,469332","469332","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","na","No","07:00-19:00","07:00-14:00","na","No","No","Yes","No","2020-12-31","na"
"na","ST0187","PCF SPARKLETOTS PRESCHOOL @ MACPHERSON BLK 54 (CC)","ST","PAP Community Foundation","CC","67461524","MP.CC.54@pcf.org.sg","54,PIPIT ROAD,#01-52,370054","370054","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","ST0070","PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (DS)","ST","PAP Community Foundation","DS","62782025","KK.DS.79@pcf.org.sg","79,INDUS ROAD,#01-435,INDUS GARDEN,161079","161079","na","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","Within 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","ST0044","PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 180 (CC)","ST","PAP Community Foundation","CC","65549509","KR.CC.180@pcf.org.sg","180,ANG MO KIO AVENUE 5,#01-2948,560180","560180","na","Immediate","Immediate","Within 1 Year","More than 1 Year","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","ST0035","PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC)","ST","PAP Community Foundation","CC","67693324","KE.CC.287@pcf.org.sg","287,CHOA CHU KANG AVENUE 2,#01-199,680287","680287","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","ST0186","PCF SPARKLETOTS PRESCHOOL @ BRADDELL HEIGHTS BLK 246 (CC)","ST","PAP Community Foundation","CC","62825378","BL.CC.246@pcf.org.sg","246,SERANGOON AVENUE 3,#01-216,550246","550246","na","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","Immediate","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Tamil","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","ST0111","PCF Sparkletots Preschool @ Ayer Rajah Blk 275A (CC)","ST","PAP Community Foundation","CC","67901850","AR.CC.275A@pcf.org.sg","275A,JURONG WEST STREET 25,#01-127,641275","641275","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0565","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","shanyi.chua@myfirstskool.com","443A,FAJAR ROAD,#01-92,FAJAR HILLS,671443","671443","www.myfirstskool.com","More than 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"TP0024","NT0561","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","197D,BOON LAY DRIVE,#01-113,644197","644197","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0548","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","236,LORONG 1 TOA PAYOH,#01-66,310236","310236","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0505","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","208,CHOA CHU KANG CENTRAL,#01-76,680208","680208","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0390","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","602,CHOA CHU KANG ST 62,#01-25,680602","680602","www.myfirstskool.com","More than 1 Year","More than 1 Year","Within 1 Year","More than 1 Year","Within 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0210","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","212,CHOA CHU KANG CENTRAL,#01-140,680212","680212","www.myfirstskool","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"TP0124","NT0577","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","6,SEGAR ROAD,677725","677725","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0553","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","491,ADMIRALTY LINK,#01-191,750491","750491","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0488","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","487,PASIR RIS DRIVE 4,#01-507,510487","510487","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0460","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","170,HOUGANG AVENUE 1,#01-1481,530170","530170","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0510","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","106,HENDERSON CRESCENT,#01-37,150106","150106","www.myfirstskool.com","More than 1 Year","More than 1 Year","Immediate","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0482","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","375,CLEMENTI AVENUE 4,#01-142,120375","120375","www.myfirstskool.com","Immediate","Immediate","Immediate","Immediate","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0481","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","601,ANG MO KIO AVENUE 5,#01-2611,560601","560601","www.myfirstskool.com","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","Immediate","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0310","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","637,PASIR RIS DRIVE 1,#01-576,510637","510637","www.myfirstskool.com","na","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","Immediate","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0555","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","3,SIMEI STREET 6,#06-06,EASTPOINT MALL,528833","528833","na","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0545","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","INFO@MYFIRSTSKOOL.COM","3,GATEWAY DRIVE,#05-02,WESTGATE,608532","608532","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0539","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","459,JURONG WEST STREET 41,#01-688,640459","640459","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0180","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","796A,YISHUN RING ROAD,#01-3382,761796","761796","www.myfirstskool.com","na","na","na","na","na","na","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay|Tamil","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0573","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","706,HOUGANG AVENUE 2,#01-181,530706","530706","www.myfirstskool.com","na","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0502","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","126A,EDGEDALE PLAINS,#01-344,821126","821126","www.myfirstskool.com","More than 1 Year","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0300","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","85,WHAMPOA DRIVE,#01-268,320085","320085","www.ntuc-childcare.com","na","Immediate","More than 1 Year","Immediate","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-31","na"
"na","NT0592","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","82,CIRCUIT ROAD,#01-03,MULTI STOREY CAR PARK,370082","370082","www.myfirstskool.com","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese","No","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-30","na"
"na","NT0486","MY FIRST SKOOL","NT","NTUC First Campus Co-Operative Ltd","CC","66349989","info@myfirstskool.com","339,CLEMENTI AVENUE 5,#01-258,120339","120339","www.myfirstskool.com","More than 1 Year","More than 1 Year","Within 1 Year","More than 1 Year","More than 1 Year","More than 1 Year","No Pork No Lard with No Beef (without Certification from MUIS but from Halal Sources)","Chinese|Malay","Yes","07:00-19:00","07:00-14:00","Anchor Operator Scheme","No","No","Yes","Yes","2020-12-30","na"
